citation,citation_id,citation_text
"[15056] DAY J. M. D., PEARSON D. G., MACPHERSON C. G., LOWRY D., CARRACEDO J. C.:    EVIDENCE FOR DISTINCT PROPORTIONS OF SUBDUCTED OCEANIC CRUST AND LITHOSPHERE IN HIMU-TYPE MANTLE BENEATH EL HIERRO AND LA PALMA, CANARY ISLANDS    GEOCHIM. COSMOCHIM. ACTA 74   [2010]  6565-6589    GeoReM-id: 5600   doi: 10.1016/j.gca.2010.08.021",[15056],"DAY J. M. D., PEARSON D. G., MACPHERSON C. G., LOWRY D., CARRACEDO J. C.:    EVIDENCE FOR DISTINCT PROPORTIONS OF SUBDUCTED OCEANIC CRUST AND LITHOSPHERE IN HIMU-TYPE MANTLE BENEATH EL HIERRO AND LA PALMA, CANARY ISLANDS    GEOCHIM. COSMOCHIM. ACTA 74   [2010]  6565-6589    GeoReM-id: 5600   doi: 10.1016/j.gca.2010.08.021"
"[15057] YANG KAIHUI, HIDAS K., FALUS G., SZABO C., NAM B., KOVACS I. J., HWANG K.:    RELATION BETWEEN MANTLE SHEAR ZONE DEFORMATION AND METASOMATISM IN SPINEL PERIDOTITE XENOLITHS OF JEJU ISLAND (SOUTH KOREA): EVIDENCE FROM OLIVINE CPO AND TRACE ELEMENTS    J. GEODYNAMICS 50   [2010]  424-440    doi: 10.1016/j.jog.2010.05.005",[15057],"YANG KAIHUI, HIDAS K., FALUS G., SZABO C., NAM B., KOVACS I. J., HWANG K.:    RELATION BETWEEN MANTLE SHEAR ZONE DEFORMATION AND METASOMATISM IN SPINEL PERIDOTITE XENOLITHS OF JEJU ISLAND (SOUTH KOREA): EVIDENCE FROM OLIVINE CPO AND TRACE ELEMENTS    J. GEODYNAMICS 50   [2010]  424-440    doi: 10.1016/j.jog.2010.05.005"
"[15068] REGUIR E. P., CHAKHMOURADIAN A. R., HALDEN N. M., YANG PANSEOK, ZAITSEV A. N.:    EARLY MAGMATIC AND REACTION-INDUCED TRENDS IN MAGNETITE FROM THE CARBONATITES OF KERIMASI, TANZANIA    CAN. MINERAL. 46   [2008]  879-900    doi: 10.3749/canmin.46.4.879",[15068],"REGUIR E. P., CHAKHMOURADIAN A. R., HALDEN N. M., YANG PANSEOK, ZAITSEV A. N.:    EARLY MAGMATIC AND REACTION-INDUCED TRENDS IN MAGNETITE FROM THE CARBONATITES OF KERIMASI, TANZANIA    CAN. MINERAL. 46   [2008]  879-900    doi: 10.3749/canmin.46.4.879"
"[15070] ZHENG JIAN-PING, GRIFFIN W. L., O^REILLY S. Y., ZHANG MING, PEARSON N. J., LUO ZHAOHUA:    THE LITHOSPHERIC MANTLE BENEATH THE SOUTHWESTERN TIANSHAN AREA, NORTHWEST CHINA    CONTRIB. MINERAL. PETROL. 151   [2006]  457-479    doi: 10.1007/s00410-006-0071-x",[15070],"ZHENG JIAN-PING, GRIFFIN W. L., O^REILLY S. Y., ZHANG MING, PEARSON N. J., LUO ZHAOHUA:    THE LITHOSPHERIC MANTLE BENEATH THE SOUTHWESTERN TIANSHAN AREA, NORTHWEST CHINA    CONTRIB. MINERAL. PETROL. 151   [2006]  457-479    doi: 10.1007/s00410-006-0071-x"
"[15079] CORSARO R. A., CRISTOFOLINI R.:    GEOLOGY, GEOCHEMISTRY AND MINERAL CHEMISTRY OF THOLEIITIC TO TRANSITIONAL ETNEAN MAGMAS    ACTA VULCANOL. 9   [1997]  55-66",[15079],"CORSARO R. A., CRISTOFOLINI R.:    GEOLOGY, GEOCHEMISTRY AND MINERAL CHEMISTRY OF THOLEIITIC TO TRANSITIONAL ETNEAN MAGMAS    ACTA VULCANOL. 9   [1997]  55-66"
"[15091] ROWE M. C., NIELSEN ROGER L., KENT A. J. R.:    ANOMALOUSLY HIGH FE CONTENTS IN REHOMOGENIZED OLIVINE-HOSTED MELT INCLUSIONS FROM OXIDIZED MAGMAS    AM. MINERAL. 91   [2006]  82-91    doi: 10.2138/am.2006.1818",[15091],"ROWE M. C., NIELSEN ROGER L., KENT A. J. R.:    ANOMALOUSLY HIGH FE CONTENTS IN REHOMOGENIZED OLIVINE-HOSTED MELT INCLUSIONS FROM OXIDIZED MAGMAS    AM. MINERAL. 91   [2006]  82-91    doi: 10.2138/am.2006.1818"
"[15112] SAITO T., ISHIKAWA N., KAMATA H.:    MAGNETIC PETROLOGY OF THE 1991-1995 DACITE LAVA OF UNZEN VOLCANO, JAPAN: DEGREE OF OXIDATION AND IMPLICATIONS FOR THE GROWTH OF LAVA DOMES    J. VOLCANOL. GEOTHERM. RES. 164   [2007]  268-283    doi: 10.1016/j.jvolgeores.2007.05.015",[15112],"SAITO T., ISHIKAWA N., KAMATA H.:    MAGNETIC PETROLOGY OF THE 1991-1995 DACITE LAVA OF UNZEN VOLCANO, JAPAN: DEGREE OF OXIDATION AND IMPLICATIONS FOR THE GROWTH OF LAVA DOMES    J. VOLCANOL. GEOTHERM. RES. 164   [2007]  268-283    doi: 10.1016/j.jvolgeores.2007.05.015"
"[15169] SOBOLEV A. V., SLUTSKII A. B.:    COMPOSITION AND CRYSTALLIZATION CONDITIONS OF THE INITIAL MELT OF THE SIBERIAN MEIMECHITES IN RELATION TO THE GENERAL PROBLEM OF ULTRABASIC MAGMAS    GEOL. GEOFIZ. 25 (12)  [1984]  97-109",[15169],"SOBOLEV A. V., SLUTSKII A. B.:    COMPOSITION AND CRYSTALLIZATION CONDITIONS OF THE INITIAL MELT OF THE SIBERIAN MEIMECHITES IN RELATION TO THE GENERAL PROBLEM OF ULTRABASIC MAGMAS    GEOL. GEOFIZ. 25 (12)  [1984]  97-109"
"[15178] AKININ V. V., APT YU. E., ASHCHEPKOV I. V., LYAPUNOV S. M.:    THE GEOCHEMISTRY OF ABYSSAL XENOLITHS FROM MELANEPHELINITES OF NORTHEAST RUSSIA    TRANS. ACAD. SCI. USSR GEOL. SER. 3 355   [1997]  752-756",[15178],"AKININ V. V., APT YU. E., ASHCHEPKOV I. V., LYAPUNOV S. M.:    THE GEOCHEMISTRY OF ABYSSAL XENOLITHS FROM MELANEPHELINITES OF NORTHEAST RUSSIA    TRANS. ACAD. SCI. USSR GEOL. SER. 3 355   [1997]  752-756"
"[15190] LITASOV K. D., LITASOV YU. D., IVANOV A. V., RASSKAZOV S. V., YURIMOTO H., DEMONTEROVA E. I., SHARYGIN V. V., MAL^KOVETS V. G.:    UPPER MANTLE BENEATH THE UDOKAN VOLCANIC FIELD: STUDY OF PERIDOTITE XENOLITHS IN LATE CENOZOIC BASALTOIDS    RUSS. GEOL. GEOPHYS. 47   [2006]  132-152",[15190],"LITASOV K. D., LITASOV YU. D., IVANOV A. V., RASSKAZOV S. V., YURIMOTO H., DEMONTEROVA E. I., SHARYGIN V. V., MAL^KOVETS V. G.:    UPPER MANTLE BENEATH THE UDOKAN VOLCANIC FIELD: STUDY OF PERIDOTITE XENOLITHS IN LATE CENOZOIC BASALTOIDS    RUSS. GEOL. GEOPHYS. 47   [2006]  132-152"
"[15195] COUSENS B. L., HENRY C. D., HARVEY B. J., BROWNRIGG T., PRYTULAK J., ALLAN J. F.:    SECULAR VARIATIONS IN MAGMATISM DURING A CONTINENTAL ARC TO POST-ARC TRANSITION: PLIO-PLEISTOCENE VOLCANISM IN THE LAKE TAHOE/TRUCKEE AREA, NORTHERN SIERRA NEVADA, CALIFORNIA    LITHOS 123   [2011]  225-242    doi: 10.1016/j.lithos.2010.09.009",[15195],"COUSENS B. L., HENRY C. D., HARVEY B. J., BROWNRIGG T., PRYTULAK J., ALLAN J. F.:    SECULAR VARIATIONS IN MAGMATISM DURING A CONTINENTAL ARC TO POST-ARC TRANSITION: PLIO-PLEISTOCENE VOLCANISM IN THE LAKE TAHOE/TRUCKEE AREA, NORTHERN SIERRA NEVADA, CALIFORNIA    LITHOS 123   [2011]  225-242    doi: 10.1016/j.lithos.2010.09.009"
"[15205] MENZIES A., WESTERLUND K. J., GRÜTTER H. S., GURNEY J. J., CARLSON J. A., FUNG A., NOWICKI T. E.:    PERIDOTITIC MANTLE XENOLITHS FROM KIMBERLITES ON THE EKATI DIAMOND MINE PROPERTY, N.W.T., CANADA: MAJOR ELEMENT COMPOSITIONS AND IMPLICATIONS FOR THE LITHOSPHERE BENEATH THE CENTRAL SLAVE CRATON    LITHOS 77   [2004]  395-412    doi: 10.1016/j.lithos.2004.04.013",[15205],"MENZIES A., WESTERLUND K. J., GRÜTTER H. S., GURNEY J. J., CARLSON J. A., FUNG A., NOWICKI T. E.:    PERIDOTITIC MANTLE XENOLITHS FROM KIMBERLITES ON THE EKATI DIAMOND MINE PROPERTY, N.W.T., CANADA: MAJOR ELEMENT COMPOSITIONS AND IMPLICATIONS FOR THE LITHOSPHERE BENEATH THE CENTRAL SLAVE CRATON    LITHOS 77   [2004]  395-412    doi: 10.1016/j.lithos.2004.04.013"
"[15208] HEARN B. C. JR.:    THE HOMESTEAD KIMBERLITE, CENTRAL MONTANA, USA: MINERALOGY, XENOCRYSTS, AND UPPER-MANTLE XENOLITHS    LITHOS 77   [2004]  473-491    doi: 10.1016/j.lithos.2004.04.030",[15208],"HEARN B. C. JR.:    THE HOMESTEAD KIMBERLITE, CENTRAL MONTANA, USA: MINERALOGY, XENOCRYSTS, AND UPPER-MANTLE XENOLITHS    LITHOS 77   [2004]  473-491    doi: 10.1016/j.lithos.2004.04.030"
"[15212] BOYD F. R., PEARSON D. G., HOAL K. O., HOAL B. G., NIXON P. H., KINGSTON M. J., MERTZMAN S. A. JR.:    GARNET LHERZOLITES FROM LOUWRENSIA, NAMIBIA: BULK COMPOSITION AND P/T RELATIONS    LITHOS 77   [2004]  573-592    doi: 10.1016/j.lithos.2004.03.010",[15212],"BOYD F. R., PEARSON D. G., HOAL K. O., HOAL B. G., NIXON P. H., KINGSTON M. J., MERTZMAN S. A. JR.:    GARNET LHERZOLITES FROM LOUWRENSIA, NAMIBIA: BULK COMPOSITION AND P/T RELATIONS    LITHOS 77   [2004]  573-592    doi: 10.1016/j.lithos.2004.03.010"
"[15214] RUDNICK R. L., GAO SHAN, LING WEN-LI, LIU YONG-SHENG, MCDONOUGH W. F.:    PETROLOGY AND GEOCHEMISTRY OF SPINEL PERIDOTITE XENOLITHS FROM HANNUOBA AND QIXIA, NORTH CHINA CRATON    LITHOS 77   [2004]  609-637    doi: 10.1016/j.lithos.2004.03.033",[15214],"RUDNICK R. L., GAO SHAN, LING WEN-LI, LIU YONG-SHENG, MCDONOUGH W. F.:    PETROLOGY AND GEOCHEMISTRY OF SPINEL PERIDOTITE XENOLITHS FROM HANNUOBA AND QIXIA, NORTH CHINA CRATON    LITHOS 77   [2004]  609-637    doi: 10.1016/j.lithos.2004.03.033"
"[15241] SOBOLEV N. V., LAVRENT^EV YU. G., POKHILENKO N. P., USOVA L. V.:    CHROME-RICH GARNETS FROM THE KIMBERLITES OF YAKUTIA AND THEIR PARAGENESES    CONTRIB. MINERAL. PETROL. 40   [1973]  39-52    doi: 10.1007/BF00371762",[15241],"SOBOLEV N. V., LAVRENT^EV YU. G., POKHILENKO N. P., USOVA L. V.:    CHROME-RICH GARNETS FROM THE KIMBERLITES OF YAKUTIA AND THEIR PARAGENESES    CONTRIB. MINERAL. PETROL. 40   [1973]  39-52    doi: 10.1007/BF00371762"
"[15252] DEL MORO S., RENZULLI A., TRIBAUDINO M.:    PYROMETAMORPHIC PROCESSES AT THE MAGMA-HYDROTHERMAL SYSTEM INTERFACE OF ACTIVE VOLCANOES: EVIDENCE FROM BUCHITE EJECTA OF STROMBOLI (AEOLIAN ISLANDS, ITALY)    J. PETROL. 52   [2011]  541-564    doi: 10.1093/petrology/egq090",[15252],"DEL MORO S., RENZULLI A., TRIBAUDINO M.:    PYROMETAMORPHIC PROCESSES AT THE MAGMA-HYDROTHERMAL SYSTEM INTERFACE OF ACTIVE VOLCANOES: EVIDENCE FROM BUCHITE EJECTA OF STROMBOLI (AEOLIAN ISLANDS, ITALY)    J. PETROL. 52   [2011]  541-564    doi: 10.1093/petrology/egq090"
"[15294] ZHU YONGFENG:    K- AND SI-RICH GLASSES IN HARZBURGITE FROM DAMAPING, NORTH CHINA    THE ISLAND ARC 17   [2008]  560-576    doi: 10.1111/j.1440-1738.2008.00639.x",[15294],"ZHU YONGFENG:    K- AND SI-RICH GLASSES IN HARZBURGITE FROM DAMAPING, NORTH CHINA    THE ISLAND ARC 17   [2008]  560-576    doi: 10.1111/j.1440-1738.2008.00639.x"
"[15297] YAMAMOTO J., NAKAI S., NISHIMURA K., KANEOKA I., KAGI H., SATO KEI, OKUMURA T., PRIKHODKO V. S., ARAI S.:    INTERGRANULAR TRACE ELEMENTS IN MANTLE XENOLITHS FROM RUSSIAN FAR EAST: EXAMPLE FOR MANTLE METASOMATISM BY HYDROUS MELT    THE ISLAND ARC 18   [2009]  225-241    doi: 10.1111/j.1440-1738.2008.00642.x",[15297],"YAMAMOTO J., NAKAI S., NISHIMURA K., KANEOKA I., KAGI H., SATO KEI, OKUMURA T., PRIKHODKO V. S., ARAI S.:    INTERGRANULAR TRACE ELEMENTS IN MANTLE XENOLITHS FROM RUSSIAN FAR EAST: EXAMPLE FOR MANTLE METASOMATISM BY HYDROUS MELT    THE ISLAND ARC 18   [2009]  225-241    doi: 10.1111/j.1440-1738.2008.00642.x"
"[15300] SZABO C., HIDAS K., BALI E., ZAJACZ Z., KOVACS I. J., YANG KYOUNGHEE, GUZMICS T., TÖRÖK K.:    MELT-WALL ROCK INTERACTION IN THE MANTLE SHOWN BY SILICATE MELT INCLUSIONS IN PERIDOTITE XENOLITHS FROM THE CENTRAL PANNONIAN BASIN (WESTERN HUNGARY)    THE ISLAND ARC 18   [2009]  375-400    doi: 10.1111/j.1440-1738.2009.00672.x",[15300],"SZABO C., HIDAS K., BALI E., ZAJACZ Z., KOVACS I. J., YANG KYOUNGHEE, GUZMICS T., TÖRÖK K.:    MELT-WALL ROCK INTERACTION IN THE MANTLE SHOWN BY SILICATE MELT INCLUSIONS IN PERIDOTITE XENOLITHS FROM THE CENTRAL PANNONIAN BASIN (WESTERN HUNGARY)    THE ISLAND ARC 18   [2009]  375-400    doi: 10.1111/j.1440-1738.2009.00672.x"
"[15311] GUZMAN S. R., PETRINOVIC I. A., BROD J. A., HONGN F. D., SEGGIARO R. E., MONTERO C., CARNIEL R., DANTAS E. L., SUDO M.:    PETROLOGY OF THE LUINGO CALDERA (SE MARGIN OF THE PUNA PLATEAU): A MIDDLE MIOCENE WINDOW OF THE ARC-BACK ARC CONFIGURATION    J. VOLCANOL. GEOTHERM. RES. 200   [2011]  171-191    doi: 10.1016/j.jvolgeores.2010.12.008",[15311],"GUZMAN S. R., PETRINOVIC I. A., BROD J. A., HONGN F. D., SEGGIARO R. E., MONTERO C., CARNIEL R., DANTAS E. L., SUDO M.:    PETROLOGY OF THE LUINGO CALDERA (SE MARGIN OF THE PUNA PLATEAU): A MIDDLE MIOCENE WINDOW OF THE ARC-BACK ARC CONFIGURATION    J. VOLCANOL. GEOTHERM. RES. 200   [2011]  171-191    doi: 10.1016/j.jvolgeores.2010.12.008"
"[15316] IONOV D. A., WOOD B. J.:    THE OXIDATION STATE OF SUBCONTINENTAL MANTLE: OXYGEN THERMOBAROMETRY OF MANTLE XENOLITHS FROM CENTRAL ASIA    CONTRIB. MINERAL. PETROL. 111   [1992]  179-193    doi: 10.1007/BF00348950",[15316],"IONOV D. A., WOOD B. J.:    THE OXIDATION STATE OF SUBCONTINENTAL MANTLE: OXYGEN THERMOBAROMETRY OF MANTLE XENOLITHS FROM CENTRAL ASIA    CONTRIB. MINERAL. PETROL. 111   [1992]  179-193    doi: 10.1007/BF00348950"
"[15317] IONOV D. A., KRAMM U., STOSCH H.-G.:    EVOLUTION OF THE UPPER MANTLE BENEATH THE SOUTHERN BAIKAL RIFT ZONE: AN SR-ND ISOTOPE STUDY OF XENOLITHS FROM THE BARTOY VOLCANOES    CONTRIB. MINERAL. PETROL. 111   [1992]  235-247    doi: 10.1007/BF00348954",[15317],"IONOV D. A., KRAMM U., STOSCH H.-G.:    EVOLUTION OF THE UPPER MANTLE BENEATH THE SOUTHERN BAIKAL RIFT ZONE: AN SR-ND ISOTOPE STUDY OF XENOLITHS FROM THE BARTOY VOLCANOES    CONTRIB. MINERAL. PETROL. 111   [1992]  235-247    doi: 10.1007/BF00348954"
"[15322] PEARSON D. G., IRVINE G. J., IONOV D. A., BOYD F. R., DREIBUS G. E.:    RE-OS ISOTOPE SYSTEMATICS AND PLATINUM GROUP ELEMENT FRACTIONATION DURING MANTLE MELT EXTRACTION: A STUDY OF MASSIF AND XENOLITH PERIDOTITE SUITES    CHEM. GEOL. 208   [2004]  29-59    doi: 10.1016/j.chemgeo.2004.04.005",[15322],"PEARSON D. G., IRVINE G. J., IONOV D. A., BOYD F. R., DREIBUS G. E.:    RE-OS ISOTOPE SYSTEMATICS AND PLATINUM GROUP ELEMENT FRACTIONATION DURING MANTLE MELT EXTRACTION: A STUDY OF MASSIF AND XENOLITH PERIDOTITE SUITES    CHEM. GEOL. 208   [2004]  29-59    doi: 10.1016/j.chemgeo.2004.04.005"
"[15330] GALAN G., OLIVERAS V., PATERSON B. A.:    THERMAL AND REDOX STATE OF THE SUBCONTINENTAL LITHOSPHERIC MANTLE OF NE SPAIN FROM THERMOBAROMETRIC DATA ON MANTLE XENOLITHS    INT. J. EARTH SCI. (GEOL. RUNDSCHAU) 100   [2011]  81-106    doi: 10.1007/s00531-009-0503-8",[15330],"GALAN G., OLIVERAS V., PATERSON B. A.:    THERMAL AND REDOX STATE OF THE SUBCONTINENTAL LITHOSPHERIC MANTLE OF NE SPAIN FROM THERMOBAROMETRIC DATA ON MANTLE XENOLITHS    INT. J. EARTH SCI. (GEOL. RUNDSCHAU) 100   [2011]  81-106    doi: 10.1007/s00531-009-0503-8"
[15334] DAWSON J. B.:    A FERTILE HARZBURGITE-GARNET LHERZOLITE TRANSITION: POSSIBLE INFERENCES FOR THE ROLES OF STRAIN AND METASOMATISM IN UPPER MANTLE PERIDOTITES    LITHOS 77   [2004]  553-569    doi: 10.1016/j.lithos.2004.03.016,[15334],DAWSON J. B.:    A FERTILE HARZBURGITE-GARNET LHERZOLITE TRANSITION: POSSIBLE INFERENCES FOR THE ROLES OF STRAIN AND METASOMATISM IN UPPER MANTLE PERIDOTITES    LITHOS 77   [2004]  553-569    doi: 10.1016/j.lithos.2004.03.016
"[15345] FUJII T., ARAMAKI S., FUKUOKA T., CHIBA T.:    PETROLOGY OF THE EJECTA AND LAVAS OF THE 1983 ERUPTION OF MIYAKE-JIMA    BULL. VOLCANOL. SOC. JAPAN, SER. 2 29   [1984]  S266-S282",[15345],"FUJII T., ARAMAKI S., FUKUOKA T., CHIBA T.:    PETROLOGY OF THE EJECTA AND LAVAS OF THE 1983 ERUPTION OF MIYAKE-JIMA    BULL. VOLCANOL. SOC. JAPAN, SER. 2 29   [1984]  S266-S282"
"[15350] SOYA T., UTO K., MAKIMOTO H., KAMATA H., OKUMURA K., SUTO S.:    BULK AND MINERAL CHEMISTRY OF LAVAS AND EJECTA OF THE 1983 ERUPTION OF MIYAKEJIMA VOLCANO    BULL. VOLCANOL. SOC. JAPAN, SER. 2 29   [1984]  S283-S296",[15350],"SOYA T., UTO K., MAKIMOTO H., KAMATA H., OKUMURA K., SUTO S.:    BULK AND MINERAL CHEMISTRY OF LAVAS AND EJECTA OF THE 1983 ERUPTION OF MIYAKEJIMA VOLCANO    BULL. VOLCANOL. SOC. JAPAN, SER. 2 29   [1984]  S283-S296"
"[15352] PARSADANYAN K. S., KONONOVA V. A., BOGATIKOV O. A.:    SOURCES OF HETEROGENEOUS MAGMATISM OF THE ARKHANGELSK DIAMONDIFEROUS PROVINCE    PETROLOGY 4   [1998]  460-479",[15352],"PARSADANYAN K. S., KONONOVA V. A., BOGATIKOV O. A.:    SOURCES OF HETEROGENEOUS MAGMATISM OF THE ARKHANGELSK DIAMONDIFEROUS PROVINCE    PETROLOGY 4   [1998]  460-479"
"[15353] SPADEA P., KABANOVA L. YA., SCARROW J. H.:    PETROLOGY, GEOCHEMISTRY, AND GEODYNAMIC SIGNIFICANCE OF MID-DEVONIAN BONINITIC ROCKS FROM THE BAIMAK-BURIBAI AREA (MAGNITOGORSK ZONE, SOUTHERN URALS)    OFIOLITI 23   [1998]  17-36",[15353],"SPADEA P., KABANOVA L. YA., SCARROW J. H.:    PETROLOGY, GEOCHEMISTRY, AND GEODYNAMIC SIGNIFICANCE OF MID-DEVONIAN BONINITIC ROCKS FROM THE BAIMAK-BURIBAI AREA (MAGNITOGORSK ZONE, SOUTHERN URALS)    OFIOLITI 23   [1998]  17-36"
"[15403] ISHIMARU S., ARAI S.:    PECULIAR MG-CA-SI METASOMATISM ALONG A SHEAR ZONE WITHIN THE MANTLE WEDGE: INFERENCE FROM FINE-GRAINED XENOLITHS FROM AVACHA VOLCANO, KAMCHATKA    CONTRIB. MINERAL. PETROL. 161   [2011]  703-720    doi: 10.1007/s00410-010-0558-3",[15403],"ISHIMARU S., ARAI S.:    PECULIAR MG-CA-SI METASOMATISM ALONG A SHEAR ZONE WITHIN THE MANTLE WEDGE: INFERENCE FROM FINE-GRAINED XENOLITHS FROM AVACHA VOLCANO, KAMCHATKA    CONTRIB. MINERAL. PETROL. 161   [2011]  703-720    doi: 10.1007/s00410-010-0558-3"
"[15417] NIKITINA L. P., LEVSKII L. K., LOKHOV K. I., BELYATSKY B. V., ZHURAVLEV V. A., LEPEKHINA E. N., ANTONOV A. V.:    PROTEROZOIC ALKALINE-ULTRA ALKALINE IGNEOUS ROCKS OF THE EASTERN PART OF THE BALTIC SHIELD    PETROLOGIYA 7   [1999]  252-275",[15417],"NIKITINA L. P., LEVSKII L. K., LOKHOV K. I., BELYATSKY B. V., ZHURAVLEV V. A., LEPEKHINA E. N., ANTONOV A. V.:    PROTEROZOIC ALKALINE-ULTRA ALKALINE IGNEOUS ROCKS OF THE EASTERN PART OF THE BALTIC SHIELD    PETROLOGIYA 7   [1999]  252-275"
"[15452] KALINKIN M. M., ARZAMASTSEV A. A., POLYAKOV I. V.:    KIMBERLITES AND RELATED ROCKS OF THE KOLA REGION    PETROLOGY 1   [1993]  173-180",[15452],"KALINKIN M. M., ARZAMASTSEV A. A., POLYAKOV I. V.:    KIMBERLITES AND RELATED ROCKS OF THE KOLA REGION    PETROLOGY 1   [1993]  173-180"
"[15460] KARMALKAR N. R., GRIFFIN W. L., O^REILLY S. Y.:    ULTRAMAFIC XENOLITHS FROM KUTCH, NORTHWEST INDIA: PLUME-RELATED MANTLE SAMPLES?    INT. GEOL. REV. 42   [2000]  416-444    doi: 10.1080/00206810009465090",[15460],"KARMALKAR N. R., GRIFFIN W. L., O^REILLY S. Y.:    ULTRAMAFIC XENOLITHS FROM KUTCH, NORTHWEST INDIA: PLUME-RELATED MANTLE SAMPLES?    INT. GEOL. REV. 42   [2000]  416-444    doi: 10.1080/00206810009465090"
"[15461] PERINELLI C., ARMIENTI P., DALLAI L.:    THERMAL EVOLUTION OF THE LITHOSPHERE IN A RIFT ENVIRONMENT AS INFERRED FROM THE GEOCHEMISTRY OF MANTLE CUMULATES, NORTHERN VICTORIA LAND, ANTARCTICA    J. PETROL. 52   [2011]  665-690    GeoReM-id: 6293   doi: 10.1093/petrology/egq099",[15461],"PERINELLI C., ARMIENTI P., DALLAI L.:    THERMAL EVOLUTION OF THE LITHOSPHERE IN A RIFT ENVIRONMENT AS INFERRED FROM THE GEOCHEMISTRY OF MANTLE CUMULATES, NORTHERN VICTORIA LAND, ANTARCTICA    J. PETROL. 52   [2011]  665-690    GeoReM-id: 6293   doi: 10.1093/petrology/egq099"
"[15490] HUANG FANG, ZHANG ZHAOFENG, LUNDSTROM C. C., ZHI XIACHEN:    IRON AND MAGNESIUM ISOTOPIC COMPOSITIONS OF PERIDOTITE XENOLITHS FROM EASTERN CHINA    GEOCHIM. COSMOCHIM. ACTA 75   [2011]  3318-3334    GeoReM-id: 6021   doi: 10.1016/j.gca.2011.03.036",[15490],"HUANG FANG, ZHANG ZHAOFENG, LUNDSTROM C. C., ZHI XIACHEN:    IRON AND MAGNESIUM ISOTOPIC COMPOSITIONS OF PERIDOTITE XENOLITHS FROM EASTERN CHINA    GEOCHIM. COSMOCHIM. ACTA 75   [2011]  3318-3334    GeoReM-id: 6021   doi: 10.1016/j.gca.2011.03.036"
"[15492] FRANZ L., WIRTH R.:    THIN INTERGRANULAR MELT FILMS AND MELT POCKETS IN SPINEL PERIDOTITE XENOLITHS FROM THE RHÖN AREA (GERMANY): EARLY STAGE OF MELT GENERATION BY GRAIN BOUNDARY MELTING    CONTRIB. MINERAL. PETROL. 129   [1997]  268-283    doi: 10.1007/s004100050337",[15492],"FRANZ L., WIRTH R.:    THIN INTERGRANULAR MELT FILMS AND MELT POCKETS IN SPINEL PERIDOTITE XENOLITHS FROM THE RHÖN AREA (GERMANY): EARLY STAGE OF MELT GENERATION BY GRAIN BOUNDARY MELTING    CONTRIB. MINERAL. PETROL. 129   [1997]  268-283    doi: 10.1007/s004100050337"
"[15498] ARIENZO I., HEUMANN A., WÖRNER G., CIVETTA L., ORSI G.:    PROCESSES AND TIMESCALES OF MAGMA EVOLUTION PRIOR TO THE CAMPANIAN IGNIMBRITE ERUPTION (CAMPI FLEGREI, ITALY)    EARTH PLANET. SCI. LETT. 306   [2011]  217-228    doi: 10.1016/j.epsl.2011.04.002",[15498],"ARIENZO I., HEUMANN A., WÖRNER G., CIVETTA L., ORSI G.:    PROCESSES AND TIMESCALES OF MAGMA EVOLUTION PRIOR TO THE CAMPANIAN IGNIMBRITE ERUPTION (CAMPI FLEGREI, ITALY)    EARTH PLANET. SCI. LETT. 306   [2011]  217-228    doi: 10.1016/j.epsl.2011.04.002"
"[15515] CHIARADIA M., MÜNTENER O., BEATE B.:    ENRICHED BASALTIC ANDESITES FROM MID-CRUSTAL FRACTIONAL CRYSTALLIZATION, RECHARGE, AND ASSIMILATION (PILAVO VOLCANO, WESTERN CORDILLERA OF ECUADOR)    J. PETROL. 52   [2011]  1107-1141    GeoReM-id: 6288   doi: 10.1093/petrology/egr020",[15515],"CHIARADIA M., MÜNTENER O., BEATE B.:    ENRICHED BASALTIC ANDESITES FROM MID-CRUSTAL FRACTIONAL CRYSTALLIZATION, RECHARGE, AND ASSIMILATION (PILAVO VOLCANO, WESTERN CORDILLERA OF ECUADOR)    J. PETROL. 52   [2011]  1107-1141    GeoReM-id: 6288   doi: 10.1093/petrology/egr020"
"[15521] LOCMELIS M., PEARSON N. J., BARNES STEPHEN-J., CHABRIA T.:    RUTHENIUM IN KOMATIITIC CHROMITE    GEOCHIM. COSMOCHIM. ACTA 75   [2011]  3645-3661    GeoReM-id: 6017   doi: 10.1016/j.gca.2011.03.041",[15521],"LOCMELIS M., PEARSON N. J., BARNES STEPHEN-J., CHABRIA T.:    RUTHENIUM IN KOMATIITIC CHROMITE    GEOCHIM. COSMOCHIM. ACTA 75   [2011]  3645-3661    GeoReM-id: 6017   doi: 10.1016/j.gca.2011.03.041"
